UBV CCD observations

  No    Ref    V       B-V     U-B

 0001   172  13.948   0.455   0.181
 0002   172  15.106   0.897  -0.002
 0003   172  14.355   0.811   0.504
 0004   172  14.079   0.524   0.274
 0005   172  15.387   1.446   0.996
 0006   172  10.752   1.721   1.821
 0007   172  15.087   0.927   0.297
 0008   172  14.572   0.959   0.416
 0009   172  14.456   0.884   0.446
 0010   172  15.464   0.982   0.355
 0011   172  15.192   0.885   0.379
 0012   172  14.971   0.891   0.376
 0013   172  13.864   2.055   1.738
 0014   172  14.717   1.032   0.456
 0015   172  13.009   1.623   1.789
 0016   172  14.618   0.941   0.418
 0017   172  12.188   1.628   1.468
 0018   172  15.471   1.686   0.920
 0019   172  10.579   0.375  -0.428
 0020   172  10.931   0.280  -0.447
 0021   172  15.737   2.204   1.054
 0022   172  13.777   0.711   0.374
 0023   172  14.312   0.600   0.378
 0024   172  14.940   0.927   0.427
 0025   172  14.198   0.861   0.392
 0026   172  13.027   1.570   1.578
 0027   172  12.548   0.476  -0.134
 0028   172  10.626   0.693   0.468
 0029   172  13.972   0.463   0.280
 0030   172  15.216   0.976   0.365
 0031   172  15.668   0.939   0.385
 0032   172  15.646   0.957   0.353
 0033   172  13.902   0.863   0.286
 0034   172  14.695   0.880   0.350
 0035   172  14.032   0.851   0.373
 0036   172  15.971   2.170   2.302
 0037   172  15.853   1.203   0.832
 0038   172  15.421   0.965   0.417
 0039   172  15.690   1.126   0.586
 0040   172  15.941   1.093   0.475
 0041   172  15.176   1.268   0.642
 0042   172  14.921   0.985   0.482
 0043   172  15.823   1.148   0.602
 0044   172  15.066   0.999   0.372
 0045   172  13.548   0.434   0.178
 0046   172  13.867   0.468   0.246
 0047   172  13.252   1.538   1.427
 0048   172  14.235   0.583   0.432
 0049   172  10.926   0.253   0.034
 0050   172  14.589   2.458   2.838
 0051   172  13.590   1.563   1.499
 0052   172  15.829   1.020   0.475
 0053   172  14.742   0.828   0.387
 0054   172  15.418   0.834   0.427
 0055   172  13.374   0.520   0.340
 0056   172  15.982   1.307   0.875
 0057   172  13.441   1.351   0.948
 0058   172  15.728   1.069   0.544
 0059   172  15.946   1.260   0.573
