%UBV CCD observations
%
% No    Ref    V       B-V     U-B
%
 0178   476  15.528   0.803   0.281
 0179   476  16.576   1.149   1.017
 0180   476  18.014   1.119   0.464
 0181   476  16.262   1.128   0.936
 0182   476  16.749   1.021   0.428
 0183   476  17.026   1.033   0.470
 0184   476  19.467   1.327   0.531
 0185   476  18.094   1.399   0.778
 0186   476  20.032   1.537   0.325
 0187   476  19.913   1.345   1.159
 0188   476  19.052   1.139   0.626
 0189   476  17.813   1.017   0.388
 0190   476  16.387   0.912   0.497
 0191   476  17.484   1.241   0.998
 0192   476  20.511   1.442   0.351
 0193   476  17.137   1.444   0.992
 0194   476  20.138   1.704   3.319
 0195   476  17.026   0.955   0.394
 0196   476  19.029   1.283   0.736
 0197   476  20.336   1.575   2.337
 0198   476  17.155   0.952   0.540
 0199   476  16.731   0.964   0.442
 0200   476  19.606   0.365   0.952
 0201   476  18.245   1.228   0.674
 0202   476  16.116   0.760   0.525
 0203   476  17.686   0.970   0.411
 0204   476  18.422   1.429   0.832
 0205   476  18.352   0.911   0.458
 0206   476  18.464   1.056   0.401
 0207   476  17.576   1.149   0.920
 0208   476  19.346   1.281   1.269
 0209   476  15.831   0.753   0.516
 0210   476  16.688   0.954   0.514
 0211   476  16.939   1.017   0.410
 0212   476  20.400   1.066   0.385
 0213   476  21.001   1.047   0.641
 0214   476  20.206   0.920   0.435
 0215   476  19.824   1.454   0.579
 0216   476  17.639   1.476   1.004
 0217   476  19.872   0.897   0.715
 0218   476  19.907   2.012   0.751
 0219   476  20.052   1.397   2.186
 0220   476  16.705   1.241   1.142
 0221   476  20.837   0.909   0.618
 0222   476  18.202   0.894   0.472
 0223   476  15.807   1.051   0.480
 0224   476  18.496   1.543   0.900
 0225   476  15.555   0.964   0.438
 0226   476  19.028   1.458   1.054
 0227   476  19.543   1.273   0.653
 0228   476  20.521   1.190   0.042
 0229   476  19.950   1.165   0.678
 0230   476  20.371   1.131   1.719
 0231   476  18.449   1.142   0.376
 0232   476  19.120   0.895   0.478
 0233   476  16.009   1.594   1.279
 0234   476  17.175   0.896   0.438
 0235   476  20.117   1.111   0.202
 0236   476  20.121   2.140         
 0237   476  18.114   1.188   0.935
 0238   476  19.608   1.579   1.320
 0239   476  19.886   1.065   0.618
 0240   476  18.342   1.226   0.885
 0241   476  15.648   0.850   0.421
 0242   476  20.222   1.569   0.419
 0243   476  15.111   1.470   1.034
 0244   476  20.140   1.469   1.299
 0245   476  19.899   1.438   0.670
 0246   476  19.317   1.720         
 0247   476  17.285   1.030   0.437
 0248   476  19.816   1.331   1.318
 0249   476  17.886   1.090   0.493
 0250   476  16.366   1.646   1.349
 0251   476  18.079   0.791   0.520
 0252   476  14.503   0.637   0.436
 0253   476  17.117   0.938   0.431
 0254   476  16.330   0.796   0.529
 0255   476  18.876   0.750   0.532
 0256   476  19.121   1.004   0.493
 0257   476  16.589   0.779   0.554
 0258   476  19.139   1.278   0.817
 0259   476  19.462   1.155   0.410
 0260   476  20.409   1.272   0.078
 0261   476  20.201   1.648   2.117
 0262   476  17.520   1.102   0.481
 0263   476  20.757   2.520  -0.467
 0264   476  20.608   0.870   0.635
 0265   476  18.711   0.991   0.542
 0266   476  19.257   1.086   0.633
 0267   476  19.387   1.141   0.738
 0268   476  20.209   1.206   0.737
 0269   476  16.087   0.684   0.473
 0270   476  19.524   1.086   0.820
 0271   476  20.025   1.945   0.990
 0272   476  19.502   0.988   0.590
 0273   476  19.491   1.139   0.528
 0274   476  18.466   1.077   0.489
 0275   476  17.239   0.880   0.489
 0276   476  19.118   1.213   0.660
