UBV CCD observations

  No    Ref    V       B-V     U-B

 0001   367  11.240   0.250   0.190
 0002   367  11.560   0.210   0.120
 0003   367  11.830   1.420   1.380
 0004   367  12.120   0.390   0.200
 0005   367  12.320   1.110   0.700
 0006   367  12.570   0.480  -0.030
 0007   367  12.700   1.140   0.790
 0008   367  13.190   1.090   0.630
 0009   367  13.210   0.560   0.020
 0010   367  13.230   1.220   0.980
 0011   367  13.270   1.550   1.310
 0012   367  13.370   1.160   0.760
 0013   367  13.400   1.080   0.740
 0014   367  13.420   0.320   0.270
 0015   367  13.430   1.250   1.140
 0016   367  13.460   1.170   0.930
 0017   367  13.480   0.630   0.010
 0018   367  13.490   1.770   1.780
 0019   367  13.600   1.320   1.650
 0020   367  13.670   0.380   0.260
 0021   367  13.730   1.270   1.120
 0022   367  13.740   1.840   1.800
 0023   367  13.760   0.280   0.010
 0024   367  13.860   1.200   1.060
 0025   367  13.870   1.150   1.090
 0026   367  13.890   1.410   1.100
 0027   367  13.910   1.070   0.610
 0028   367  13.930   1.280   0.760
 0029   367  13.940   0.430   0.060
 0030   367  13.950   0.420   0.050
 0031   367  13.970   0.360   0.330
 0032   367  13.990   0.440   0.020
 0033   367  13.990   0.530   0.040
 0034   367  14.020   1.380   1.140
 0035   367  14.080   0.950   0.470
 0036   367  14.080   0.440  -0.010
 0037   367  14.110   0.870   0.310
 0038   367  14.110   0.330   0.290
 0039   367  14.120   0.540  -0.030
 0040   367  14.130   0.740   0.260
 0041   367  14.150   0.380   0.200
 0042   367  14.180   1.090   0.710
 0043   367  14.200   0.560   0.060
 0044   367  14.220   1.260   0.870
 0045   367  14.250   0.590   0.070
 0046   367  14.270   0.430   0.210
 0047   367  14.350   1.360   1.160
 0048   367  14.350   0.320   0.240
 0049   367  14.400   0.660   0.100
 0050   367  14.400   0.300   0.240
 0051   367  14.420   0.500   0.110
 0052   367  14.420   0.590   0.090
 0053   367  14.430   0.320   0.270
 0054   367  14.440   0.540   0.010
 0055   367  14.460   0.540  -0.020
 0056   367  14.510   0.310   0.170
 0057   367  14.520   0.520   0.010
 0058   367  14.530   0.620  -0.000
 0059   367  14.540   0.750   0.240
 0060   367  14.560   0.630   0.030
 0061   367  14.570   1.020   0.490
 0062   367  14.570   0.370   0.120
 0063   367  14.570   0.480   0.310
 0064   367  14.610   0.400   0.220
 0065   367  14.660   0.310   0.220
 0066   367  14.660   0.550   0.010
 0067   367  14.670   0.570   0.050
