UBV CCD observations

  No    Ref    V       B-V     U-B

 0002   151  13.047   0.166  -0.091
 0003   151  14.159   2.210         
 0004   151  12.667   0.100  -0.185
 0005   151   8.172  -0.071  -0.741
 0006   151  11.499   0.007  -0.505
 0007   151  10.103  -0.021  -0.607
 0008   151  10.732  -0.028  -0.666
 0010   151  13.318   0.141   0.012
 0011   151  12.934   0.085  -0.127
 0012   151  12.574   0.091  -0.237
 0013   151  12.648   0.114  -0.195
 0014   151  13.194   0.162  -0.005
 0016   151   9.947   0.071  -0.599
 0017   151  12.804   0.127  -0.150
 0018   151  12.574   0.117  -0.253
 0019   151  12.374   0.102  -0.250
 0021   151   9.062   0.064  -0.588
 0022   151  10.030   0.009  -0.655
 0023   151  10.463   0.036  -0.597
 0024   151  11.325   0.074  -0.538
 0025   151  11.211   0.068  -0.528
 0026   151   9.205   0.060  -0.666
 0027   151   8.421  -0.006  -0.626
 0028   151  11.186   0.076  -0.469
 0029   151  12.105   0.067  -0.316
 0030   151  11.101   0.073  -0.427
 0031   151  12.886   0.079  -0.096
 0032   151  12.116   0.040  -0.317
 0034   151  12.283   0.084  -0.277
 0035   151  13.069   0.148  -0.025
 0036   151  10.574   0.042  -0.539
 0037   151  12.207   0.088  -0.280
 0038   151  11.558   0.077  -0.355
 0039   151  11.495   0.061  -0.407
 0040   151  12.746   0.108  -0.098
 0041   151  11.649   0.061  -0.367
 0042   151  11.865   0.070  -0.252
 0043   151  12.217   0.086  -0.261
 0044   151  12.669   0.546   0.187
 0046   151  12.666   0.115  -0.157
 0047   151  13.248   0.177   0.063
 0049   151  12.725   1.686   2.211
 0051   151  12.698   0.084  -0.144
 0052   151  10.251   0.018  -0.559
 0053   151  10.883   0.044  -0.514
 0054   151  11.376   0.061  -0.427
 0055   151  11.167   0.041  -0.429
 0056   151  12.176   0.098  -0.181
 0057   151  11.547   0.075  -0.298
 0058   151  12.355   0.062  -0.269
 0060   151  13.038   0.126  -0.034
 0061   151  12.747   0.134  -0.189
 0062   151  12.252   0.149  -0.134
 0063   151   9.246   0.075  -0.655
 0064   151  11.870   0.177  -0.228
 0065   151  11.451   0.090  -0.477
 0066   151  11.975   0.123  -0.379
 0067   151   9.930   0.117  -0.586
 0068   151  12.136   0.147  -0.298
 0069   151  12.931   0.125  -0.100
 0070   151   9.045   0.035  -0.643
 0071   151  12.833   0.094  -0.145
 0072   151  12.987   0.162  -0.012
 0073   151  13.055   0.095  -0.022
 0074   151  13.408   0.479   0.340
 0075   151  12.167   0.137   0.045
 0076   151  13.309   0.162  -0.037
 0077   151  12.848   1.022   0.888
 0078   151  13.356   0.188   0.059
 0079   151  11.255   0.081  -0.535
 0080   151  10.882   0.062  -0.588
 0081   151   9.984   0.117  -0.653
 0082   151  13.043   0.154  -0.110
 0083   151  12.560   0.107  -0.314
 0084   151  12.892   0.168  -0.162
 0085   151  13.087   0.242  -0.025
 0086   151  12.894   0.177  -0.133
 0087   151  11.245   0.054  -0.506
 0088   151   9.757   0.105  -0.489
 0089   151  12.846   0.157  -0.134
 0092   151  12.319   0.046  -0.247
 0093   151  11.799   0.063  -0.438
 0095   151  10.297   0.481   0.179
 0096   151  13.162   0.802   0.873
 0098   151  12.073   0.114  -0.411
 0099   151  12.829   0.204   0.015
 0100   151  12.014   0.200   0.190
 0101   151  13.194   0.159  -0.103
 0103   151  12.270   0.062  -0.450
 0104   151  12.362   0.112  -0.337
 0105   151  13.196   1.130   1.084
 0106   151  13.905   1.890         
 0107   151  10.553  -0.057  -0.536
 0108   151  12.261   0.085  -0.302
 0109   151  12.803   0.235   0.076
 0110   151  13.042   0.124  -0.126
 0111   151  11.419   0.056  -0.482
 0112   151  10.365   0.563   0.179
 0113   151  12.178   0.080  -0.325
 0114   151  11.670   0.022  -0.403
 0115   151  12.823   0.145  -0.207
 0116   151  13.169   0.265   0.018
 0117   151  13.305   0.533   0.114
 0118   151  11.187   0.054  -0.565
 0126   151  13.594   0.698   0.054
