UBV CCD observations

  No    Ref    V       B-V     U-B

 0005   357  11.963   0.165   0.248
 0006   357  12.113   0.170   0.256
 0008   357  14.015   0.395   0.017
 0009   357  13.785   0.591   0.027
 0101   357  12.106   0.270   0.211
 0102   357  14.203   0.538  -0.074
 0103   357  13.864   0.858   0.534
 0104   357  12.451   0.321   0.176
 0105   357  11.421   0.261   0.236
 0106   357  11.664   0.198   0.237
 0107   357  13.310   0.390   0.156
 0108   357  13.876   0.550  -0.007
 0109   357  12.607   0.363   0.194
 0110   357  14.104   0.461   0.008
 0111   357  13.331   0.375   0.067
 0112   357  14.681   0.531   0.010
 0113   357  13.213   0.255   0.168
 0114   357  11.145   4.662         
 0115   357  12.510   0.201   0.249
 0116   357  14.526   0.551   0.105
 0117   357  12.641   0.200   0.246
 0118   357  12.137   0.166   0.257
 0119   357  13.467   0.375   0.056
 0120   357  13.973   0.507  -0.031
 0121   357  14.339   0.512  -0.068
 0122   357  13.543   0.459   0.056
 0123   357  13.331   0.670   0.040
 0124   357  13.573   0.440  -0.008
 0125   357  14.034   0.536  -0.132
 0126   357  14.604   0.714   0.040
 0127   357  14.520   0.587  -0.048
 0128   357  13.089   0.404   0.138
 0129   357  12.828   0.553  -0.085
 0130   357  13.736   0.603   0.007
 0134   357  13.226   0.368   0.108
 0201   357  13.268   0.319   0.052
 0202   357  14.138   0.456  -0.047
 0203   357  14.944   0.535  -0.023
 0204   357  14.460   0.538  -0.109
 0205   357  14.708   0.588  -0.008
 0206   357  13.375   0.423   0.130
 0207   357  11.508   0.206   0.255
 0208   357  13.739   0.511  -0.083
 0209   357  10.577   1.041   0.765
 0210   357  13.692   0.424   0.019
 0211   357  14.340   0.842   0.439
 0212   357  13.331   0.369   0.140
 0213   357  12.805   0.241   0.233
 0214   357  13.306   0.450  -0.145
 0215   357  15.427   0.515  -0.021
 0216   357  14.085   0.405  -0.010
 0217   357  13.759   0.743   0.248
 0218   357  11.382   0.190   0.263
 0219   357  13.663   0.988   0.569
 0220   357  15.346   0.622   0.069
 0221   357  11.843   0.255   0.368
 0222   357  13.892   0.519  -0.019
 0223   357  10.601   0.662   0.367
 0224   357  11.735   0.217   0.258
 0225   357  12.519   0.216   0.267
 0226   357  12.797   0.362   0.105
 0227   357  13.234   0.439   0.217
 0228   357  11.717   0.170   0.256
 0229   357  11.203   1.022   0.679
 0230   357  14.212   0.468  -0.038
 0231   357  14.655   0.677   0.282
 0232   357  11.969   0.148   0.299
 0233   357  10.893   0.641   0.447
 0234   357  13.507   0.461   0.046
 0235   357  14.525   0.443   0.012
 0236   357  11.425   0.107   0.353
 0237   357  11.888   0.117   0.331
 0239   357  15.011   0.509   0.117
 0240   357  14.654   0.511   0.023
 0241   357  14.953   0.561   0.104
 0242   357  14.878   0.543   0.034
 0243   357  14.404   0.490   0.032
 0244   357  13.190   0.305   0.295
 0245   357  13.532   0.323   0.213
 0246   357  11.182   0.949   0.731
 0247   357  14.202   0.520   0.071
 0248   357  13.165   0.505  -0.009
 0249   357  13.325   0.756   0.565
 0250   357  11.401   0.208   0.319
 0251   357  11.230   0.984   0.754
 0252   357  12.470   1.052   0.855
 0253   357  13.639   0.362   0.054
 0254   357  10.006   0.561  -0.033
 0255   357  12.747   0.499  -0.030
 0257   357  15.173   0.634   0.011
 0258   357  13.443   0.473  -0.087
 0259   357  11.591   1.092   0.910
 0262   357  14.247   0.445   0.060
 0304   357  12.044   0.166   0.259
 0313   357  12.114   0.143   0.314
 0320   357  14.693   0.892   0.668
 0321   357  13.235   0.260   0.185
 0322   357  13.649   0.440   0.070
 0329   357  14.301   0.581   0.028
 0332   357  13.156   0.433   0.004
 0333   357  11.573   0.194   0.213
 0334   357  12.566   0.262   0.249
 0335   357  12.602   0.512  -0.155
 0336   357  11.753   0.305   0.203
 0337   357  11.204   0.220   0.191
 0338   357  12.527   0.250   0.259
 0341   357  14.002   0.581   0.062
