UBV CCD observations

  No    Ref    V       B-V     U-B

 0001   336  10.770   2.010   2.520
 0002   336  10.800   0.330   0.320
 0003   336  11.090   0.310   0.100
 0004   336  11.220   0.290   0.060
 0005   336  11.530   0.410   0.360
 0006   336  11.930   0.710   0.310
 0007   336  12.000   0.450   0.350
 0008   336  13.160   1.170   0.850
 0009   336  13.450   0.790   0.260
 0010   336  13.460   0.820   0.300
 0011   336  13.480   0.760   0.430
 0012   336  13.520   0.860   0.340
 0013   336  13.620   0.780   0.320
 0014   336  13.680   0.820   0.320
 0015   336  13.810   0.570   0.340
 0016   336  13.910   1.490   1.320
 0017   336  13.920   2.340   2.750
 0018   336  13.990   1.680   1.370
 0019   336  14.030   0.640   0.310
 0020   336  14.050   0.620   0.320
 0021   336  14.080   1.750   1.740
 0022   336  14.100   0.570   0.460
 0023   336  14.240   0.680   0.260
 0024   336  14.250   2.480   2.890
 0025   336  14.340   1.490   1.170
 0026   336  14.430   0.840   0.290
 0027   336  14.470   0.780   0.250
 0028   336  14.520   2.110   2.430
 0029   336  14.590   0.950   0.530
 0030   336  14.700   0.850   0.350
 0031   336  14.710   1.330   1.090
 0032   336  14.760   1.600   1.320
 0033   336  15.070   0.920   0.370
 0034   336  15.120   0.860   0.280
 0035   336  15.180   0.950   0.510
 0036   336  15.180   0.610   0.470
 0037   336  15.220   1.110   0.740
 0038   336  15.310   0.790   0.230
 0039   336  15.340   0.900   0.610
 0040   336  15.380   1.130   0.930
 0041   336  15.470   1.010   0.470
 0042   336  15.510   0.780   0.310
 0043   336  15.590   0.710   0.360
 0044   336  15.600   1.550   1.210
 0045   336  15.600   0.820   0.360
 0046   336  15.610   1.220   1.290
 0047   336  15.620   1.110   0.650
 0048   336  15.760   0.950   0.340
 0049   336  15.770   1.470   0.960
 0050   336  15.770   0.900   0.350
 0051   336  15.820   0.980   0.410
 0052   336  15.860   0.870   0.280
 0053   336  15.880   0.910   0.440
 0054   336  15.910   0.960   0.410
 0055   336  15.930   1.580   1.450
 0056   336  15.960   0.930   0.420
 0057   336  15.970   1.100   0.760
 0058   336  15.980   1.030   0.400
 0059   336  15.980   1.340   0.890
 0060   336  16.010   0.980   0.170
 0061   336  16.090   1.130   0.760
 0062   336  16.100   1.030   0.480
 0063   336  16.120   1.080   0.490
 0064   336  16.120   0.870   0.590
 0065   336  16.160   0.850   0.270
 0066   336  16.230   1.020   0.460
 0067   336  16.240   0.690   0.520
 0068   336  16.250   0.740   0.570
 0069   336  16.250   1.000   0.700
 0070   336  16.260   0.900   0.290
 0071   336  16.280   0.970   0.430
 0072   336  16.310   0.880   0.360
 0073   336  16.330   1.260   0.930
 0074   336  16.330   1.070   0.540
 0075   336  16.340   1.240   0.750
 0076   336  16.350   0.760   0.580
 0077   336  16.370   0.870   0.360
 0078   336  16.380   1.020   0.500
 0079   336  16.390   0.780   0.590
 0080   336  16.390   0.700   0.540
 0081   336  16.410   1.210   0.640
 0082   336  16.450   1.470   1.610
 0083   336  16.540   1.760   1.540
 0084   336  16.540   0.860   0.180
 0085   336  16.590   1.310   1.370
 0086   336  16.590   1.180   0.830
 0087   336  16.610   0.930   0.380
 0088   336  16.640   1.090   0.790
 0089   336  16.640   1.180   0.700
 0090   336  16.670   1.060   0.600
 0091   336  16.700   1.000   0.440
 0092   336  16.740   0.910   0.610
 0094   336  16.760   1.170   0.920
 0093   336  16.760   1.220   0.840
 0095   336  16.780   1.440   1.010
 0096   336  16.790   1.130   0.510
 0097   336  16.800   0.930   0.330
 0098   336  16.820   1.550   1.310
 0099   336  16.820   0.940   0.320
 0100   336  16.830   0.940   0.510
 0102   336  16.920   1.200   0.600
 0101   336  16.920   0.950   0.410
 0103   336  16.930   1.220   0.860
 0104   336  16.990   1.100         
 0105   336  17.000   1.690   1.490
 0106   336  17.030   0.910   0.460
 0107   336  17.030   1.210   0.580
 0108   336  17.050   1.300   1.030
 0109   336  17.060   1.460   0.700
 0110   336  17.100   1.140   0.560
 0111   336  17.110   0.800   0.580
 0112   336  17.130   1.400   1.000
 0113   336  17.140   1.420         
 0114   336  17.140   0.770   0.420
 0115   336  17.160   0.690   0.490
 0116   336  17.170   1.690   1.220
 0117   336  17.180   1.010   0.470
 0118   336  17.180   1.500   0.920
 0119   336  17.180   0.970   0.400
 0120   336  17.180   1.090   0.470
 0121   336  17.190   1.400   1.300
 0122   336  17.200   0.960   0.740
 0123   336  17.240   1.000   0.490
 0124   336  17.250   1.300   0.780
 0125   336  17.290   1.180   0.400
 0127   336  17.290   1.220   0.550
 0126   336  17.290   1.040   0.480
 0128   336  17.300   0.950   0.480
 0129   336  17.300   1.360   1.440
 0130   336  17.380   1.630         
 0131   336  17.410   1.110         
 0132   336  17.420   1.210   0.520
 0133   336  17.500   1.330         
 0134   336  17.510   1.170   0.660
 0135   336  17.510   1.180   0.590
 0136   336  17.580   1.310   1.180
 0137   336  17.590   1.180   0.440
 0138   336  17.620   1.040   0.490
 0139   336  17.660   1.580         
 0140   336  17.670   0.720   0.300
 0141   336  17.680   1.330         
 0142   336  17.720   1.040   0.520
 0143   336  17.730   0.980   0.520
 0144   336  17.760   1.430         
 0145   336  17.770   1.180   0.680
 0146   336  17.790   1.160   0.560
 0147   336  17.790   1.090   0.450
 0148   336  17.820   1.340   1.130
 0149   336  17.830   0.840         
 0150   336  17.850   1.030         
 0151   336  17.850   1.080   0.420
 0152   336  17.850   1.120   0.590
 0153   336  17.850   1.000   0.430
 0154   336  17.860   1.330         
 0155   336  17.860   1.180   0.460
 0156   336  17.890   1.160   0.830
 0157   336  17.900   0.850         
 0158   336  17.910   1.570   1.180
 0159   336  17.920   1.020   0.300
 0160   336  17.940   1.140   0.700
 0161   336  17.950   1.280   1.130
 0162   336  17.950   1.380   0.800
 0163   336  17.960   1.150         
 0164   336  17.960   1.190   0.550
 0165   336  17.970   1.160   0.310
 0166   336  17.980   1.240   0.670
 0167   336  17.980   1.010   0.380
 0168   336  17.980   1.080   0.720
 0169   336  17.980   1.580         
 0170   336  17.990   1.640         
 0172   336  17.990   1.150   0.490
 0171   336  17.990   1.210   0.800
 0173   336  18.000   1.320         
 0174   336  18.000   0.730   0.670
 0175   336  18.010   1.030         
 0176   336  18.050   1.450         
 0177   336  18.060   1.090   0.640
 0178   336  18.070   1.330   0.500
 0179   336  18.070   1.070   0.570
 0180   336  18.080   1.300   0.750
 0181   336  18.080   1.310         
 0182   336  18.080   1.050   0.510
 0183   336  18.080   0.960   0.370
 0184   336  18.110   1.250   0.630
 0185   336  18.110   1.050   0.530
 0186   336  18.120   1.200   0.560
 0188   336  18.140   0.680   0.510
 0190   336  18.160   1.110         
 0189   336  18.160   1.070   0.570
 0191   336  18.160   1.180   0.370
 0192   336  18.220   1.100   0.430
 0193   336  18.230   1.250   0.480
 0194   336  18.230   1.300         
 0195   336  18.230   0.830         
 0196   336  18.230   1.180   0.550
 0197   336  18.240   1.160         
 0198   336  18.250   1.170   0.510
 0199   336  18.260   1.150         
 0200   336  18.290   1.250   0.490
 0201   336  18.290   1.280         
 0202   336  18.300   1.320         
 0203   336  18.310   1.410   0.880
 0204   336  18.330   0.940         
 0205   336  18.370   1.710         
 0206   336  18.370   1.160   0.640
 0207   336  18.370   1.700         
 0208   336  18.380   1.620         
 0209   336  18.390   0.660   0.410
 0210   336  18.400   1.010         
 0211   336  18.400   1.080         
 0212   336  18.410   1.690         
 0213   336  18.420   1.520         
 0214   336  18.430   1.060         
 0215   336  18.430   1.360         
 0216   336  18.440   1.750         
 0217   336  18.440   0.910   0.710
 0218   336  18.450   1.020   0.510
 0219   336  18.450   0.830   0.740
 0220   336  18.480   1.160   0.250
 0221   336  18.490   1.120         
 0222   336  18.490   0.990         
 0223   336  18.510   1.010   0.470
 0224   336  18.510   1.260   0.530
 0225   336  18.520   1.300         
 0226   336  18.520   1.490         
 0228   336  18.520   1.240   0.770
 0227   336  18.520   1.160         
 0229   336  18.540   1.410         
 0230   336  18.550   1.180   0.620
 0231   336  18.560   1.110         
 0232   336  18.560   1.080         
 0233   336  18.570   1.100   0.370
 0234   336  18.570   1.140   0.380
 0235   336  18.590   1.060   0.480
 0236   336  18.600   1.130         
 0237   336  18.620   1.370         
 0238   336  18.620   1.050   0.490
 0239   336  18.630   1.540         
 0240   336  18.650   1.180         
