UBV CCD observations

  No    Ref    V       B-V     U-B

 0001   546  12.076   1.327   1.194
 0002   546  12.245   0.455   0.023
 0003   546  12.309   0.999   1.042
 0004   546  12.363   0.473   0.411
 0005   546  12.382   0.511   0.105
 0006   546  12.451   0.531   0.038
 0007   546  12.599   1.140   0.909
 0008   546  12.929   1.239   0.746
 0009   546  12.989   0.697   0.278
 0010   546  12.989   0.372   0.291
 0011   546  13.062   0.470   0.105
 0012   546  13.086   0.640   0.300
 0013   546  13.240   0.474   0.027
 0014   546  13.264   1.844   1.886
 0015   546  13.266   0.717   0.323
 0016   546  13.377   1.286   0.894
 0017   546  13.406   0.524   0.094
 0018   546  13.409   0.494  -0.011
 0019   546  13.422   0.382   0.238
 0020   546  13.516   1.815   1.927
 0021   546  13.535   1.021   0.560
 0022   546  13.556   0.522   0.118
 0023   546  13.568   0.343   0.292
 0024   546  13.579   1.172   0.720
 0025   546  13.582   1.697   1.706
 0026   546  13.595   1.216   0.829
 0027   546  13.682   0.757   0.415
 0028   546  13.823   0.557   0.095
 0029   546  13.841   1.331   1.056
 0030   546  13.947   0.710   0.201
 0031   546  13.992   0.388   0.296
 0032   546  14.016   0.248   0.191
 0033   546  14.024   0.553   0.357
 0034   546  14.032   1.616   1.660
 0035   546  14.038   1.341   1.181
 0036   546  14.063   1.180   0.717
 0037   546  14.081   0.455   0.225
 0038   546  14.098   1.414   1.249
 0039   546  14.115   1.174   0.824
 0040   546  14.158   0.495   0.128
 0041   546  14.158   0.479   0.232
 0042   546  14.182   0.605   0.181
 0043   546  14.206   0.743   0.211
 0044   546  14.208   0.552  -0.189
 0045   546  14.233   1.520   1.428
 0046   546  14.283   0.617   0.065
 0047   546  14.351   0.446   0.266
 0048   546  14.373   1.187   0.720
 0049   546  14.388   0.621   0.156
 0050   546  14.397   0.634   0.240
 0051   546  14.398   1.473   1.371
 0052   546  14.417   0.665   0.153
 0053   546  14.418   0.625   0.119
 0054   546  14.444   1.198   0.685
 0055   546  14.523   0.631   0.112
 0056   546  14.525   0.709   0.150
