UBV CCD observations

  No    Ref    V       B-V     U-B			

2242	121	11.53	11.53
2243	121	11.54	11.54
2244	121	11.54	11.54
2245	121	11.54	11.54
2247	121	11.68	11.68
2252	121	11.7	11.7
2253	121	11.73	11.73
2254	121	11.77	11.77
2258	121	11.84	11.84
2261	121	11.9	11.9
2262	121	11.91	11.91
2263	121	11.96	11.96
2264	121	12	12
2265	121	12.02	12.02
2266	121	12.06	12.06
2267	121	12.11	12.11
2268	121	12.14	12.14
2273	121	12.17	12.17
2274	121	12.18	12.18
2281	121	12.2	12.2
2284	121	12.23	12.23
2288	121	12.28	12.28
2289	121	12.32	12.32
2291	121	12.33	12.33
2293	121	12.34	12.34
2298	121	12.37	12.37
2300	121	12.38	12.38
2308	121	12.38	12.38
2310	121	12.39	12.39
2313	121	12.4	12.4
2317	121	12.42	12.42
2318	121	12.53	12.53
2321	121	12.62	12.62
2322	121	12.67	12.67
2324	121	12.79	12.79
2327	121	12.82	12.82
2328	121	12.84	12.84
2330	121	12.86	12.86
2333	121	12.9	12.9
2335	121	12.98	12.98
2337	121	13.01	13.01
2339	121	13.05	13.05
2341	121	13.22	13.22
2342	121	13.22	13.22
2344	121	13.22	13.22
2348	121	13.25	13.25
2350	121	13.26	13.26
2351	121	13.27	13.27
2353	121	13.37	13.37
2354	121	13.52	13.52
2356	121	13.56	13.56
2358	121	13.59	13.59
2359	121	13.67	13.67
2360	121	13.74	13.74
2365	121	13.86	13.86
2367	121	13.86	13.86
2369	121	13.89	13.89
2371	121	13.91	13.91
2372	121	13.95	13.95
2377	121	13.99	13.99
2378	121	14	14
2380	121	14.01	14.01
2381	121	14.01	14.01
2383	121	14.02	14.02
2386	121	14.02	14.02
2388	121	14.07	14.07
2389	121	14.12	14.12
2390	121	14.14	14.14
2392	121	14.18	14.18
2397	121	14.18	14.18
2398	121	14.22	14.22
2403	121	14.26	14.26
2405	121	14.27	14.27
2406	121	14.29	14.29
2407	121	14.29	14.29
2411	121	14.37	14.37
2412	121	14.47	14.47
2415	121	14.48	14.48
2418	121	14.54	14.54
2419	121	14.65	14.65
2421	121	14.68	14.68
2422	121	14.72	14.72
2423	121	14.72	14.72
2424	121	14.76	14.76
2425	121	14.77	14.77
2426	121	14.79	14.79
2428	121	14.83	14.83
2431	121	14.84	14.84
2436	121	14.85	14.85
2438	121	14.87	14.87
2440	121	14.94	14.94
2442	121	14.94	14.94
2443	121	14.97	14.97
2445	121	14.98	14.98
2448	121	15	15
2449	121	15.02	15.02
2455	121	15.03	15.03
2458	121	15.06	15.06
2459	121	15.07	15.07
2461	121	15.08	15.08
2464	121	15.09	15.09
2467	121	15.09	15.09
2469	121	15.11	15.11
2470	121	15.14	15.14
2471	121	15.14	15.14
2472	121	15.2	15.2
2473	121	15.21	15.21
2475	121	15.22	15.22
2478	121	15.25	15.25
2479	121	15.25	15.25
2482	121	15.25	15.25
2485	121	15.32	15.32
2487	121	15.32	15.32
2489	121	15.33	15.33
2494	121	15.34	15.34
2495	121	15.35	15.35
2496	121	15.35	15.35
2497	121	15.36	15.36
2501	121	15.41	15.41
2505	121	15.42	15.42
2509	121	15.44	15.44
2510	121	15.45	15.45
2511	121	15.46	15.46
2513	121	15.55	15.55
2514	121	15.55	15.55
2516	121	15.6	15.6
2522	121	15.64	15.64
2524	121	15.65	15.65
2530	121	15.68	15.68
2536	121	15.75	15.75
2538	121	15.79	15.79
2539	121	15.8	15.8
2540	121	15.82	15.82
2541	121	15.83	15.83
2547	121	15.84	15.84
2549	121	15.95	15.95
2551	121	16.1	16.1
2558	121	16.11	16.11
2559	121	16.13	16.13
2560	121	16.16	16.16
2562	121	16.17	16.17
2563	121	16.19	16.19
2567	121	16.25	16.25
2568	121	16.34	16.34
