UBV CCD observations

  No    Ref    V       B-V     U-B

 0001   547  12.318   1.231   1.212
 0002   547  12.577   1.600  -0.606
 0003   547  12.804   1.560  -0.839
 0004   547  12.828   1.449   1.444
 0005   547  13.116  -0.988   1.238
 0006   547  13.203  -0.929   0.301
 0007   547  13.476   1.477  -0.401
 0008   547  13.503  -0.489  -0.744
 0009   547  13.866          -0.943
 0010   547  13.919   4.146  -2.347
 0011   547  14.061  -0.850   0.216
 0012   547  14.066   1.579  -0.495
 0013   547  14.115   1.528  -0.384
 0014   547  14.249   1.555  -1.968
 0015   547  14.295   0.458  -0.012
 0016   547  14.312   0.554   0.283
 0017   547  14.494   0.947   0.537
 0018   547  14.557   0.549   0.270
 0019   547  14.584   0.677   0.124
 0020   547  14.673   1.033   0.658
 0021   547  14.705   0.592   0.304
 0022   547  14.751   0.588   0.290
 0023   547  14.835   2.103  -0.656
 0024   547  15.093   1.663  -0.505
 0025   547  15.093   4.081  -1.382
 0026   547  11.874   1.876   2.770
 0027   547  11.936   1.261   1.376
 0028   547  12.019  -1.077   1.095
 0029   547  12.031   1.575   2.009
 0030   547  12.640   0.757   0.370
 0031   547  12.836   0.907   0.530
 0032   547  12.839   0.193   1.915
 0033   547  12.876  -0.578   1.534
 0034   547  13.260   1.286   1.401
 0035   547  13.261   1.112   1.083
 0036   547  13.269   1.225   1.095
 0037   547  13.493   0.816   0.468
 0040   547  13.696   2.197   3.119
 0041   547  13.793   1.758   2.242
 0042   547  13.888   1.301   1.276
 0043   547  13.915   0.695   0.196
 0044   547  13.920   0.777   0.296
 0045   547  13.971   1.815   2.094
 0046   547  14.029   0.800   0.375
 0047   547  14.106   1.105   0.842
 0049   547  14.171   0.514   0.241
 0050   547  14.216   0.740   0.285
 0051   547  14.217   1.566   1.611
 0052   547  14.254  -0.142   0.848
 0053   547  14.310   0.499   0.221
 0054   547  14.311   0.513   0.236
 0055   547  14.525   0.757   0.220
 0056   547  14.542   0.507   0.244
 0057   547  14.547   1.369   1.130
 0058   547  14.559   0.564   0.244
 0059   547  14.563   0.511   0.206
 0060   547  14.572   0.846   0.502
 0061   547  14.642   0.529   0.262
 0062   547  14.680   0.714   0.236
 0063   547  14.681   1.131   0.755
 0064   547  14.682   0.754   0.196
 0065   547  14.686   0.423         
 0066   547  14.712   0.715   0.192
 0067   547  14.722   1.345   1.168
 0068   547  14.742   0.661   0.439
 0069   547  14.742   0.861   0.467
 0070   547  14.792   0.704   0.211
 0071   547  14.794   0.851   0.280
 0072   547  14.798  -0.112   0.370
 0073   547  14.824   1.609   1.564
 0074   547  14.842   0.720   0.232
 0075   547  14.846   0.612   0.283
 0076   547  14.870   1.491   1.158
 0077   547  14.883   0.537   0.246
 0078   547  14.890   0.773   0.320
 0079   547  14.903   0.619         
 0080   547  14.908   0.546   0.285
 0081   547  14.921   0.969   0.691
 0082   547  14.967   0.538   0.270
 0083   547  14.989   0.659   0.265
 0084   547  14.994   0.515   0.269
 0085   547  15.047   0.771   0.202
 0087   547  15.077   0.567   0.322
 0088   547   9.398   0.191  -0.158
 0089   547  10.739   0.400   0.066
 0090   547  12.044   0.502  -0.019
 0091   547  13.350   0.207   0.175
 0092   547  13.366   0.500  -0.022
 0093   547  13.674   0.239  -0.097
 0094   547  14.169   0.578   0.033
 0095   547  14.219   0.351   0.056
 0096   547  14.282   0.600   0.065
 0097   547  14.402   0.658   0.197
 0098   547  14.420   0.359  -0.047
 0099   547  14.626   0.366   0.080
 0100   547  14.913   0.592   0.050
 0101   547  12.962   0.419   0.106
 0102   547  13.637   0.646   0.123
 0103   547  13.777   0.487   0.179
 0104   547  13.906   0.493   0.158
 0105   547  13.999   0.538   0.096
 0106   547  14.082   0.436   0.132
 0107   547  14.142   0.474   0.183
 0108   547  14.151   0.478   0.168
 0109   547  14.176   0.440   0.173
 0110   547  14.268   0.535   0.113
 0111   547  14.373   0.479   0.087
 0112   547  14.393   0.426   0.168
 0113   547  14.455   0.458   0.194
 0114   547  14.466   0.469   0.197
 0115   547  14.490   0.521   0.142
 0116   547  14.625   0.433   0.201
 0117   547  14.650   0.551   0.120
 0118   547  14.652   0.593   0.143
 0119   547  14.687   0.520   0.132
 0120   547  14.767   0.406   0.172
 0121   547  14.814   0.594   0.098
 0122   547  14.851   0.567   0.101
 0123   547  14.873   0.626   0.110
 0124   547  14.921   0.590   0.094
 0125   547  15.030   0.444   0.144
 0126   547  15.091   0.719   0.167
 0127   547  15.099   0.516   0.254
 0128   547  15.109   0.735   0.291
 0129   547  15.120   0.653   0.316
 0130   547  15.128  -1.109         
 0131   547  15.131   0.774   0.288
 0133   547  15.178   0.771   0.235
 0134   547  15.200   0.663   0.199
 0135   547  15.201   0.499   0.218
 0136   547  15.210   0.506   0.245
 0137   547  15.216   0.701   0.134
 0138   547  15.222   0.545   0.277
 0139   547  15.225   0.557   0.244
 0140   547  15.247   2.431   3.308
 0141   547  15.247   0.714   0.222
 0142   547  15.251   0.596   0.324
 0143   547  15.252   0.519         
 0144   547  15.253   0.684   0.216
 0145   547  15.254  -0.493   0.139
 0146   547  15.284   1.152   1.200
 0147   547  15.289   0.551         
 0148   547  15.291   0.746   0.203
 0149   547  15.300   1.285   1.463
 0150   547  15.308   1.027   0.998
 0151   547  15.359   0.613   0.327
 0152   547  15.363   1.237   1.093
 0153   547  15.365   0.586   0.229
 0154   547  15.370   0.622   0.337
 0155   547  15.377   0.521   0.281
 0156   547  15.378   0.924         
 0157   547  15.394   0.742   0.250
 0158   547  15.402   0.675   0.112
 0159   547  15.414   1.449   1.263
 0160   547  15.426   0.738   0.214
 0161   547  15.436   0.723   0.152
 0162   547  15.437   0.828   0.352
 0163   547  15.450   0.591   0.165
 0164   547  15.457   2.154   0.581
 0165   547  15.471   1.066   0.983
 0166   547  15.472   0.866   0.289
 0167   547  15.475   0.814   0.383
 0168   547  15.486   0.749   0.211
 0169   547  15.496   2.261  -1.041
 0170   547  15.498   0.824   0.413
 0171   547  15.508   0.708   0.169
 0172   547  15.516   0.692   0.297
 0173   547  15.530   0.810   0.252
 0174   547  15.539   0.895   0.453
 0175   547  15.541   0.872   0.483
 0176   547  15.541   0.774   0.433
 0177   547  15.543   0.680   0.401
 0178   547  15.550   0.785   0.454
 0179   547  15.563   1.618   1.722
 0180   547  15.570   0.647   0.197
 0181   547  15.571   0.889   0.420
 0182   547  15.574   1.412   1.652
 0183   547  15.591   0.629   0.336
 0184   547  15.596   1.548   1.414
 0185   547  15.603   0.729   0.213
 0186   547  15.605   1.226   1.196
 0187   547  15.616  -0.809   0.363
 0188   547  15.631   0.646   0.137
 0189   547  15.636   0.833   0.352
 0190   547  15.638   2.285  -0.667
 0191   547  15.641   1.013   0.836
 0192   547  15.642   0.664   0.134
