UBV CCD observations

  No    Ref    V       B-V     U-B

 0001   300  14.710   0.590   0.070
 0003   300  13.230   0.410   0.280
 0004   300  14.160   0.510   0.040
 0005   300  13.940   0.450   0.100
 0006   300  13.780   0.320   0.230
 0007   300  14.930   0.570   0.080
 0009   300  11.910   0.040  -0.080
 0010   300   8.850  -0.070  -0.760
 0011   300  11.720   0.010  -0.080
 0012   300  10.380  -0.070  -0.280
 0013   300  12.830   0.120   0.220
 0014   300  12.510   0.290   0.190
 0015   300  12.000   0.040   0.080
 0016   300   9.000  -0.090  -0.670
 0018   300  11.720   0.130   0.090
 0019   300  12.130   0.060   0.040
 0020   300  12.370   0.090   0.160
 0021   300  14.480   0.570   0.040
 0022   300  12.570   1.050   0.890
 0023   300  14.080   1.280   1.370
 0024   300  10.830  -0.020  -0.390
 0025   300  11.420   0.040  -0.210
 0026   300  13.590   0.120   0.250
 0028   300  13.150   0.900   0.670
 0029   300  13.820   0.330   0.190
 0030   300  14.390   0.720   0.200
 0031   300  14.460   0.230   0.170
 0032   300  13.720   0.510   0.050
 0033   300  14.820   0.640   0.020
 0034   300  14.180   0.610   0.110
 0035   300  13.770   0.530   0.090
 0053   300  14.300   0.500   0.060
 0058   300  12.710   0.560   0.290
 0059   300  12.280   0.110   0.160
 0060   300  14.470   0.670   0.070
 0061   300  14.040   0.550   0.040
 0062   300  14.200   0.610  -0.060
 0063   300  14.100   0.480   0.030
 0064   300  14.740   0.680   0.140
 0065   300  13.210   1.540   1.730
 0066   300  12.330   0.130   0.140
 0067   300  11.760   1.040   0.660
 0068   300  11.160  -0.010  -0.240
 0069   300  12.560   0.080   0.230
 0070   300  13.830   0.460   0.130
 0071   300  14.150   0.260   0.350
 0074   300  12.770   0.110   0.260
 0075   300  10.900   1.120   1.290
 0113   300  11.150   0.040  -0.020
 0114   300  11.900   0.070         
 0132   300  14.750   0.610   0.040
 0133   300  14.490   0.550   0.060
 0134   300  14.510   0.560   0.050
 0135   300  13.800   0.290   0.330
 0136   300  14.210   0.420   0.170
 0137   300  13.580   1.090   0.660
 0138   300  14.610   0.810   0.280
 0139   300  14.320   0.690   0.100
 0141   300  14.260   1.220   0.920
 0142   300  13.190   1.340   1.290
 0143   300  15.090   0.550   0.070
 0144   300  15.260   0.410   0.250
 0148   300  12.290   1.680   1.870
 0149   300  13.450   0.720   0.190
 0150   300  14.950   0.590   0.100
 0151   300  15.370   0.600   0.050
 0152   300  14.970   0.650   0.020
