UBV CCD observations

  No    Ref    V       B-V     U-B

 0001   555   6.012  -0.171  -0.991
 0002   555   9.159  -0.014  -0.291
 0003   555   9.450   0.977   0.698
 0004   555   9.892  -0.076  -0.233
 0007   555  10.978   0.453  -0.268
 0008   555  11.782   1.305   0.921
 0009   555  12.065   0.101   0.082
 0010   555  12.978   0.763   0.221
 0011   555  13.113   0.422   0.159
 0012   555  13.322   0.409   0.123
 0013   555  13.584   0.396   0.244
 0014   555  13.944   0.598   0.056
 0015   555  14.691   0.585   0.060
 0016   555   9.380   0.005  -0.330
 0017   555   9.784  -0.041  -0.367
 0018   555  10.058   1.117   1.053
 0019   555  10.549   0.032  -0.171
 0020   555  10.901   0.015  -0.254
 0022   555  11.397   0.426   0.036
 0024   555  11.461   0.052   0.003
 0025   555  11.441   0.036  -0.060
 0026   555  11.666   0.077   0.047
 0027   555  11.639   0.075   0.029
 0028   555  11.778   0.953   0.606
 0029   555  11.786   0.197   0.170
 0030   555  11.865   0.114  -0.046
 0031   555  11.895   0.144   0.155
 0032   555  11.865   0.049   0.016
 0033   555  11.894   0.082   0.052
 0034   555  12.074   0.094   0.079
 0035   555  12.273   0.501   0.066
 0036   555  12.324   0.155   0.147
 0037   555  12.297   0.283   0.240
 0038   555  12.317   0.144   0.141
 0040   555  12.374   0.166   0.140
 0041   555  12.432   0.215   0.171
 0042   555  12.427   0.183   0.160
 0044   555  12.513   0.396   0.179
 0045   555  12.513   0.167   0.157
 0046   555  12.592   0.707   0.249
 0047   555  12.581   0.230   0.181
 0048   555  12.678   0.191   0.129
 0049   555  12.721   0.386   0.162
 0050   555  12.689   0.340  -0.082
 0052   555  12.847   0.579   0.123
 0053   555  12.743   0.202   0.186
 0054   555  12.844   0.265   0.191
 0055   555  12.906   0.268   0.219
 0057   555  12.985   0.594   0.080
 0058   555  12.972   0.522   0.021
 0060   555  13.067   0.287   0.175
 0061   555  13.084   0.275   0.183
 0063   555  13.224   0.415   0.100
 0064   555  13.280   0.336   0.166
 0065   555  13.241   0.312   0.163
 0066   555  13.269   0.338   0.151
 0068   555  13.246   0.334   0.161
 0069   555  13.298   0.321   0.152
 0071   555  13.356   0.460   0.107
 0072   555  13.467   0.366   0.144
 0073   555  14.300   0.539   0.055
 0074   555  13.431   0.323   0.141
 0075   555  13.374   0.356   0.146
 0076   555  13.410   0.620   0.077
 0077   555  13.566   0.817   0.456
 0078   555  13.647   1.328   0.978
 0079   555  13.555   0.424   0.131
 0080   555  13.517   0.420   0.162
 0082   555  13.610   0.499  -0.016
 0083   555  13.659   0.548   0.040
 0084   555  13.711   0.338  -0.179
 0085   555  13.634   0.466   0.237
 0086   555  13.744   0.548   0.050
 0087   555  13.708   0.413   0.012
 0088   555  13.755   0.430   0.100
 0089   555  13.778   0.470   0.091
 0090   555  14.286   0.588   0.041
 0091   555  13.749   0.524   0.049
 0092   555  13.910   1.155   0.639
 0094   555  13.916   0.578   0.084
 0095   555  14.031   0.481   0.044
 0096   555  14.036   0.474   0.051
 0097   555  14.213   0.539   0.049
 0098   555  14.146   0.510   0.059
 0100   555  14.099   0.780   0.416
 0101   555  14.224   0.505   0.055
 0102   555  14.181   0.508   0.054
 0103   555  14.206   0.508   0.047
 0104   555  14.266   0.362   0.150
 0105   555  14.621   0.593   0.015
 0107   555  14.384   0.623   0.066
 0108   555  14.324   0.384   0.197
 0109   555  13.479   1.253   0.744
 0110   555  14.489   0.552   0.033
 0111   555  15.249   0.862   0.477
 0112   555  14.466   0.429   0.254
 0113   555  14.476   0.588   0.058
 0114   555  14.458   0.764   0.154
 0115   555  14.434   0.419   0.232
 0116   555  14.499   0.619   0.087
 0117   555  14.533   0.555   0.036
 0118   555  14.554   0.680   0.118
 0119   555  14.524   0.561   0.033
 0120   555  14.336   0.541   0.068
 0121   555  15.457   0.602   0.260
 0122   555  14.631   0.621   0.064
 0124   555  14.662   0.685   0.149
 0127   555  14.813   0.590   0.085
 0128   555  14.767   0.484   0.225
 0129   555  14.782   0.331   0.111
 0131   555  15.018   0.630   0.093
 0132   555  14.990   0.615   0.068
 0134   555  15.026   0.327   0.141
 0135   555   8.826  -0.036  -0.530
 0136   555  12.277   0.234   0.164
 0137   555  10.520   0.017  -0.150
 0138   555  13.434   0.415  -0.297
 0139   555  13.629   0.538   0.048
 0140   555  14.973   0.633   0.067
 0141   555  10.162  -0.070  -0.388
 1009   555  14.816   0.901   0.685
 1023   555  14.529   0.548   0.241
 1024   555  15.380   0.794   0.113
 1025   555  14.874   0.604   0.070
 1026   555  15.154   0.453   0.118
 1032   555  14.994   0.627   0.196
 1034   555  14.992   0.644   0.079
 1038   555  14.900   0.604   0.050
 1051   555  14.683   0.587   0.044
 1055   555  13.754   1.928   2.301
 1058   555  15.410   0.507   0.258
 1060   555  14.814   0.613   0.094
 1067   555  14.748   0.595   0.236
 1072   555  14.100   0.583   0.069
 1073   555  14.096   0.859   0.401
 1086   555  13.626   0.327  -0.081
 1087   555  13.394   0.376   0.007
 1101   555  13.863   0.595   0.061
 1106   555  14.385   0.626   0.107
 1107   555  14.115   0.541  -0.001
 1113   555  14.141   0.628   0.080
 1114   555  13.576   0.399   0.221
 1141   555  13.683   0.592   0.034
 1170   555  14.061   0.396   0.128
 1179   555  13.061   0.437   0.063
 1180   555  13.014   0.497   0.012
 1182   555  12.792   0.212   0.195
 2000   555  18.152   1.511         
 2001   555  18.351   1.224   0.745
 2002   555  19.208   1.399         
 2003   555  17.760   1.029   0.322
 2004   555  20.525   1.195         
 2005   555  15.723   0.590   0.019
 2006   555  20.043   1.549         
 2007   555  20.084   1.207         
 2009   555  20.241   1.422         
 2010   555  18.254   1.322   1.016
 2011   555  19.281   1.021         
 2012   555  19.775   1.181         
 2013   555  17.106   1.047   0.456
 2015   555  19.721   1.367         
 2016   555  17.983   1.025   0.364
 2017   555  15.128   0.784   0.403
 2018   555  19.484   2.175         
 2019   555  20.210   1.078         
 2020   555  19.251   1.023         
 2021   555  20.787   1.127         
 2022   555  19.812   0.845         
 2023   555  18.915   1.237         
 2024   555  16.846   0.869   0.371
 2025   555  20.450   1.535         
 2026   555  19.384   1.110         
 2027   555  17.974   0.862   0.373
 2029   555  18.978   1.088   0.647
 2030   555  18.727   0.987   0.367
 2031   555  17.003   1.428   1.350
 2032   555  18.841   0.912   0.364
 2033   555  18.985   1.237         
 2035   555  16.824   0.681   0.370
 2036   555  19.136   0.917   0.223
 2037   555  19.250   1.501         
 2038   555  20.095   1.097         
 2039   555  19.562   1.225         
 2040   555  19.309   0.975         
 2041   555  17.487   0.805   0.257
