UBV CCD observations

  No    Ref    V       B-V     U-B
 0939   522  14.134   1.408   1.258
 0940   522  17.633   0.825   0.333
 0941   522  16.686   0.769   0.325
 0942   522  16.775   1.507   1.161
 0943   522  16.419   2.061   1.971
 0944   522  18.358   1.098   0.297
 0945   522  16.921   0.882   0.444
 0946   522  13.691   1.730   1.407
 0947   522  18.234   0.972   0.272
 0948   522  15.733   0.733   0.201
 0949   522  18.221   1.003   0.769
 0950   522  19.106   1.192   0.651
 0951   522  17.709   0.852   0.343
 0952   522  16.745   0.861   0.338
 0953   522  17.693   0.951   0.499
 0954   522  14.831   1.054   0.778
 0955   522  18.562   1.133   0.716
 0956   522  17.528   0.804   0.258
 0957   522  17.910   1.025   0.567
 0958   522  17.994   1.042   0.534
 0959   522  17.940   0.861   0.218
 0960   522  17.553   0.828   0.297
 0961   522  16.926   0.941   0.419
 0962   522  16.992   0.686   0.158
 0963   522  18.374   1.173   0.510
 0964   522  18.506   1.146   0.526
 0965   522  15.737   1.378   0.809
 0966   522  17.749   0.974   0.506
 0967   522  16.037   0.841   0.359
 0968   522  17.182   0.764   0.540
 0969   522  19.429   1.402   0.433
 0970   522  17.818   0.829   0.206
 0971   522  17.192   0.921   0.349
 0972   522  16.843   0.738   0.138
 0973   522  18.352   0.935   0.437
 0974   522  17.242   0.839   0.465
 0975   522  18.089   0.999   0.482
 0976   522  16.750   1.803   1.568
 0977   522  16.971   0.821   0.312
 0978   522  16.958   0.668   0.510
 0979   522  13.620   1.251   0.993
 0980   522  20.516   1.334  -0.353
 0981   522  17.138   0.761   0.413
 0982   522  14.221   0.669   0.207
 0983   522  16.724   1.318   1.218
 0984   522  15.762   0.616   0.148
 0985   522  17.002   0.688   0.248
 0986   522  17.676   1.123   0.678
 0987   522  15.380   1.080   0.659
 0988   522  14.410   0.353   0.310
 0989   522  13.413   0.559   0.297
 0990   522  16.947   0.864   0.687
 0991   522  17.382   1.303   0.894
 0992   522  16.847   0.713   0.230
 0993   522  17.610   0.849   0.335
 0994   522  15.273   0.615   0.198
 0995   522  16.052   0.989   0.630
 0996   522  17.667   0.953   0.354
 0997   522  16.777   0.781   0.344
 0998   522  18.090   0.918   0.292
 0999   522  18.121   0.972   0.384
 1000   522  18.044   0.855   0.315
 1001   522  17.413   1.061   0.466
 1002   522  18.885   1.065   0.531
 1003   522  18.344   1.143   1.183
 1004   522  16.462   0.828   0.163
 1005   522  18.748   1.441   1.210
 1006   522  17.970   0.863   0.354
 1007   522  15.787   0.750   0.255
 1008   522  18.694   1.122   0.675
 1009   522  15.618   1.249   0.880
 1010   522  18.320   1.090   0.726
 1011   522  17.406   0.949   0.446
 1012   522  17.128   0.957   0.415
 1013   522  19.898   1.267   0.655
 1014   522  17.491   1.127   0.649
 1015   522  15.945   1.325   1.214
 1016   522  15.425   0.706   0.264
 1017   522  17.227   0.967   0.416
 1018   522  17.875   0.846   0.353
 1019   522  14.880   0.583   0.311
 1020   522  18.075   0.916   0.476
 1021   522  17.765   0.912   0.390
 1022   522  17.919   0.907   0.593
 1023   522  15.997   0.711   0.234
 1024   522  13.033   0.428   0.169
 1025   522  16.438   0.778   0.319
 1026   522  14.075   0.910  -0.061
 1027   522  15.839   0.832   0.293
 1028   522  15.266   2.486   2.505
 1029   522  18.187   0.938   0.456
 1030   522  16.710   0.733   0.211
