UBV CCD observations

  No    Ref    V       B-V     U-B

 0001   421  13.830   1.100   0.860
 0002   421  16.390   1.260   0.700
 0003   421  15.920   1.660   0.580
 0004   421  16.400   0.810   0.420
 0005   421  15.950   0.780   0.510
 0006   421  15.660   0.720   0.260
 0007   421  15.570   0.780   0.380
 0008   421  14.470   0.870   0.470
 0009   421  13.510   0.990   0.710
 0010   421  15.400   0.690   0.520
 0011   421  15.960   1.110   0.620
 0012   421  13.400   0.430   0.420
 0013   421  15.580   1.780   0.860
 0014   421  15.310   0.940   0.450
 0015   421  16.470   0.950   0.610
 0016   421  15.840   0.750   0.580
 0017   421  15.650   0.780   0.310
 0020   421  15.630   0.890   0.440
 0022   421  17.380   1.310         
 0023   421  12.850   0.360   0.100
 0024   421  15.530   1.740         
 0025   421  12.530   0.330  -0.080
 0026   421  11.660   0.270  -0.350
 0027   421  10.150   0.330  -0.540
 0028   421  14.630   0.950   0.440
 0029   421  10.490   0.280  -0.590
 0030   421  14.640   0.560   0.500
 0031   421  14.380   0.510   0.370
 0032   421  15.720   0.950   0.710
 0033   421  14.150   0.700   0.610
 0034   421  13.570   0.390   5.840
 0035   421  14.950   0.840   0.450
 0036   421  16.360   0.940   0.480
 0037   421  16.010   0.870   0.530
 0038   421  16.210   1.060   0.740
 0039   421  15.900   0.880   0.430
 0040   421  15.470   0.890   0.550
 0041   421  14.930   1.480   0.950
 0042   421  15.780   0.770   0.440
 0043   421  16.220   1.310   0.770
 0044   421  14.950   0.830   0.220
 0045   421  14.460   0.900   0.560
 0046   421  13.320   1.560   1.610
 0047   421  14.960   0.890   0.380
 0048   421  16.140   0.980   0.750
 0049   421  18.420   1.720         
 0050   421  16.430   1.030   0.670
 0052   421  15.910   1.000   0.490
 0053   421  13.830   1.790   3.340
 0054   421  15.200   4.990  -5.630
 0055   421  15.740   0.920   0.780
 0056   421  15.630   0.890   0.540
 0057   421  15.580   0.900   0.460
 0058   421  14.110   0.910   0.500
 0059   421  14.700   0.650   0.420
 0060   421  15.570   0.870   0.280
 0061   421  14.270   0.790   0.150
 0062   421  13.540   1.780   1.300
 0063   421  15.710   1.110   0.970
 0064   421  12.720   0.420  -0.210
 0065   421  15.820   0.850   0.300
 0066   421  15.540   0.890   0.390
 0067   421  16.450   0.870   0.410
 0068   421  16.030   0.950   0.370
 0069   421  15.470   1.180   0.090
 0070   421  14.680   0.830   0.030
 0071   421  13.050   1.940   2.860
 0072   421  14.730   0.800   0.440
 0073   421  15.080   1.840   1.390
 0074   421  16.710   1.090  -0.690
 0075   421  12.720   1.360   1.120
 0077   421  15.740   0.970   0.350
 0089   421  14.520   0.940   0.420
 0090   421  11.120   1.290   1.170
 0091   421  14.680   0.960  -0.070
 0092   421  16.250   1.030   0.420
 0093   421  16.060   1.060   0.580
 0094   421  13.940   0.710   0.380
 0095   421  15.330   0.910   0.290
 0096   421  14.140   1.610   1.510
 0097   421  13.530   0.440   0.110
 0098   421  14.940   0.990   0.580
 0099   421  15.500   0.790   0.310
 0100   421  14.150   1.340   1.450
 0101   421  13.820   1.490   1.260
 0102   421  14.980   0.780   0.330
 0103   421  13.800   1.160   0.010
 0104   421  15.650   1.380   1.290
 0105   421  15.830   0.840   0.270
 0106   421  14.840   0.830   0.290
 0107   421  15.000   2.000         
 0111   421   7.960   0.280  -0.710
 0118   421  11.620   0.310  -0.210
 0121   421  12.600   2.390   0.690
 0124   421  13.570   1.470   1.260
 0125   421  13.510   0.500   0.380
 0127   421  13.770   0.400   0.220
 0129   421  13.200   0.700   0.550
 1002   421   9.510   0.310  -0.620
 1005   421  10.830   0.320  -0.550
 1008   421  11.630   0.370   0.210
 1010   421  11.830   0.890   0.020
 1011   421  12.520   1.300   1.000
 1014   421  12.640   0.450   0.270
 1017   421  12.730   0.740   0.240
 1018   421  12.810   0.380  -0.260
 1020   421  13.010   0.500   0.320
 1021   421  13.040   0.340  -0.190
 1022   421  13.050   0.430  -0.190
 1024   421  13.100   0.670   0.270
 1034   421  13.600   1.530   1.330
 1035   421  13.640   0.430   0.140
 1036   421  13.740   1.720   1.480
 1039   421  13.820   0.800   0.150
 1043   421  13.850   1.460   1.390
 1044   421  13.880   1.300   0.810
 1046   421  14.010   0.500   0.520
 1047   421  14.010   2.030         
 1048   421  14.080   0.300   0.290
 1049   421  14.080   0.900  -0.110
 1051   421  14.120   0.440   0.110
 1052   421  14.120   0.680   0.150
 1056   421  14.190   0.560   0.550
 1058   421  14.290   0.440   0.290
 1059   421  14.350   1.190   0.130
 1060   421  14.360   2.060         
 1062   421  14.420   0.950   0.440
 1063   421  14.460   0.790   0.010
 1065   421  14.460   0.580   0.390
 1067   421  14.490   0.930   0.470
 1069   421  14.520   0.800   0.350
 1070   421  14.560   0.780   0.070
 1071   421  14.580   0.760   0.280
 1072   421  14.600   0.950   0.450
