UBV CCD observations

  No    Ref    V       B-V     U-B

 0001    32  11.088   0.295  -0.546
 0002    32  11.036   0.286  -0.691
 0005    32  10.685   0.507  -0.702
 0006    32  11.839   0.456   0.324
 0007    32  12.410   0.682   0.398
 0008    32  11.925   0.282  -0.109
 0009    32  12.548   0.346   0.116
 0010    32  13.032   0.461   0.362
 0011    32  12.907   0.496   0.343
 0012    32  13.325   0.479   0.359
 0013    32  13.427   0.504   0.430
 0113    32  13.147   0.488   0.382
 0143    32  11.883   0.273  -0.230
 0145    32  12.577   0.414   0.210
 0202    32  17.302   1.045   0.402
 0203    32  15.898   1.005   0.614
 0204    32  15.668   1.049   0.549
 0205    32  17.678   1.153  -0.032
 0206    32  16.959   1.060   0.170
 0207    32  14.170   0.809   0.402
 0209    32  16.229   1.462   0.778
 0210    32  16.796   1.169   1.128
 0211    32  17.753   1.118   1.277
 0212    32  16.971   0.955   0.552
 0213    32  15.705   0.967   0.408
 0214    32  18.249   1.229  -0.434
 0215    32  14.701   0.946   0.320
 0216    32  15.629   0.989   0.248
 0217    32  17.277   0.992   0.251
 0219    32  16.647   0.990   0.506
 0220    32  17.641   1.229   0.419
 0221    32  13.711   0.568   0.321
 0223    32  17.408   1.166  -0.154
 0225    32  15.525   1.214   0.543
 0226    32  17.476   1.093  -0.662
 0227    32  16.957   1.037   0.504
 0228    32  16.476   1.303   0.189
 0229    32  17.235   1.549  -0.555
 0230    32  17.402   1.151  -0.043
 0233    32  17.232   1.088   0.311
 0234    32  15.533   0.865   0.215
 0235    32  16.180   1.066   0.384
 0237    32  16.501   0.883   0.237
 0238    32  16.525   1.061   0.307
 0239    32  17.626   0.877   0.431
 0240    32  14.703   0.788   0.247
 0241    32  17.464   1.123   2.669
 0242    32  17.120   1.090  -0.144
 0243    32  12.228   0.422   0.233
 0244    32  16.543   2.160   0.005
 0245    32  17.285   1.075   1.351
 0246    32  11.784   0.306  -0.080
 0248    32  15.300   1.170   0.392
 0249    32  13.872   0.596   0.330
 0250    32  16.203   0.870   0.294
 0251    32  11.588   0.407   0.108
 0253    32  14.946   0.705   0.334
 0255    32  17.597   0.642   0.663
 0257    32  17.793   1.226  -0.648
 0258    32  14.665   0.827   0.373
 0259    32  16.523   0.877   0.618
 0260    32  15.055   0.844   0.274
 0261    32  15.452   0.725   0.466
 0262    32  16.089   0.944   0.472
 0263    32  15.221   0.808   0.272
 0264    32  12.576   0.384   0.163
 0267    32  13.677   0.536   0.392
 0268    32  17.179   1.032   0.689
 0269    32  13.674   0.558   0.332
 0270    32  17.339   0.920   0.313
 0271    32  17.337   1.151  -0.369
 0272    32  13.662   0.518   0.405
 0273    32  16.838   0.943   0.307
 0274    32  13.208   0.555   0.388
 0275    32  12.110   0.382   0.123
 0276    32  11.340   0.305  -0.451
 0277    32  17.073   1.135   1.143
 0279    32  13.751   0.831   0.346
 0280    32  13.931   0.616   0.406
 0281    32  15.374   0.828   0.378
 0283    32  17.597   0.767  -0.615
 0284    32  15.990   1.000   0.555
 0285    32  17.232   1.227   0.118
 0286    32  18.182   1.104   0.148
 0287    32  15.670   0.907   0.372
 0290    32  16.782   1.186   0.664
 0291    32  16.716   1.124   0.211
 0292    32  14.214   0.688   0.309
 0293    32  13.452   0.795   0.379
 0294    32  17.834   1.237   0.136
 0295    32  16.893   1.018   0.123
 0296    32  16.785   1.005   0.661
 0297    32  17.109   1.126   0.008
 0298    32  17.154   1.222   0.613
 0299    32  16.956   1.148   0.173
 0300    32  17.247   1.188  -0.016
 0301    32  15.386   0.869   0.219
 0303    32  13.959   0.749   0.288
 0305    32  15.237   0.805   0.424
 0306    32  16.470   1.234   1.483
 0307    32  17.311   1.188  -0.037
 0308    32  13.790   0.742   0.277
 0309    32  16.912   1.051   0.063
 0311    32  15.279   0.961   0.367
 0312    32  18.164   1.262  -0.031
 0313    32  15.271   0.834   0.306
 0316    32  16.785   1.032   0.453
 0318    32  17.807   1.207   0.543
 0319    32  16.687   1.026   0.255
 0320    32  16.129   0.954   0.462
 0321    32  14.430   0.724   0.280
 0322    32  17.496   1.215  -0.772
 0323    32  13.973   0.615   0.351
 0324    32  17.622   1.110   0.313
 0325    32  18.044   1.120  -0.455
 0331    32  16.782   1.056   0.484
 0333    32  15.821   1.263  -0.127
 0338    32  16.573   1.262   0.681
 0340    32  16.356   0.948   0.497
 0341    32  17.623   1.147  -0.369
 0342    32  16.872   1.070   0.524
 0343    32  17.348   1.027   0.048
 0344    32  17.538   1.069  -0.107
 0346    32  14.667   0.747   0.293
 0347    32  16.890   1.051   0.464
 0348    32  16.460   1.127   0.842
 0349    32  16.616   1.051   0.089
 0350    32  17.095   1.117   0.414
 0351    32  17.787   1.322  -0.644
 0352    32  14.547   0.772   0.352
 0353    32  15.916   1.122   0.144
 0354    32  17.793   1.082  -0.210
 0355    32  16.568   1.102   0.640
 0357    32  17.577   1.001  -0.009
 0359    32  15.148   0.692   0.302
 0360    32  14.000   0.611   0.334
 0361    32  12.077   0.471   0.198
 0362    32  15.918   0.945   0.204
 0363    32  17.964   1.091  -0.196
 0364    32  17.889   1.207   0.309
 0365    32  17.315   1.135  -0.273
 0367    32  17.243   1.307   0.393
 0368    32  17.307   1.189  -0.247
