UBV CCD observations

  No    Ref    V       B-V     U-B

 0002   307   9.438   0.213  -0.816
 0003   307  10.627   0.235  -0.631
 0004   307  11.019   0.261  -0.712
 0005   307  11.431   0.304  -0.590
 0006   307  12.557   0.452  -0.255
 0006   348  12.530   0.230  -0.100
 0007   307  10.582   0.337  -0.558
 0007   348  14.030   0.340  -0.020
 0008   307  12.912   0.462  -0.021
 0008   348  12.930   0.290  -0.020
 0009   307  12.636   0.399  -0.389
 0009   348  12.600   0.250  -0.320
 0010   307  11.609   0.316  -0.470
 0011   307  13.081   0.317  -0.224
 0011   348  13.070   0.240  -0.260
 0012   307  13.344   0.389  -0.251
 0012   348  13.310   0.260  -0.220
 0013   307  10.861   0.284  -0.680
 0014   307  11.184   0.309  -0.612
 0015   307  10.054   0.224  -0.743
 0017   307  13.373   0.352  -0.285
 0018   307  11.250   1.286  -0.252
 0019   307  12.646   0.316  -0.369
 0019   348  12.630   0.170  -0.360
 0020   307  12.692   0.351  -0.390
 0020   348  12.710   0.190  -0.380
 0021   307  13.242   0.385  -0.231
 0021   348  13.240   0.220  -0.260
 0022   307  13.200   0.431  -0.055
 0022   348  13.240   0.260  -0.060
 0023   307  11.059   0.342  -0.613
 0024   307  12.204   0.289  -0.422
 0025   307  12.682   0.311  -0.370
 0025   348  12.760   0.100  -0.280
 0026   307  10.663   0.224  -0.714
 0027   307  12.992   0.202  -0.152
 0028   307  12.174   1.715   1.932
 0029   307  13.215   0.342  -0.168
 0029   348  13.220   0.180  -0.120
 0030   348  12.870   0.060  -0.240
 0031   307  13.058   0.261  -0.325
 0031   348  13.040   0.120  -0.220
 0033   307  12.386   0.214  -0.308
 0033   348  12.460  -0.040  -0.260
 0034   307  13.322   0.389  -0.093
 0034   348  13.320   0.180   0.020
 0035   307  13.229   0.601  -0.008
 0035   348  13.170   0.500   0.160
 0036   307  13.835   0.437  -0.155
 0036   348  13.870   0.280  -0.120
 0037   307  13.904   0.372  -0.073
 0037   348  13.910   0.280  -0.120
 0038   307  13.843   0.401  -0.008
 0038   348  13.790   0.310  -0.040
 0039   307  12.936   1.704   2.169
 0039   348  12.900   1.520   2.540
 0040   348  12.180   1.500   2.480
 0041   348  16.480   0.900   0.700
 0042   348  13.010   0.350  -0.020
 0043   348  16.690   0.930   0.800
 0044   348  14.730   0.370   0.220
 0045   348  14.430   0.680   0.520
 0046   348  16.040   1.550   0.660
 0047   348  13.630   0.330   0.120
 0048   348  13.930   0.380   0.100
 0049   348  14.340   0.460  -0.040
 0050   348  15.160   0.630   0.500
 0051   348  14.600   0.720   0.620
 0052   348  13.370   0.770   0.740
 0053   348  16.880   1.110   0.580
 0054   348  14.680   1.220   1.220
 0055   348  15.550   1.050   0.800
 0056   348  13.500   0.720   0.580
 0057   348  16.440   1.270   0.960
 0058   348  15.870   0.840   0.820
 0059   348  16.240   0.940   0.780
 0060   348  14.270   0.440   0.140
 0061   348  16.400   0.810   0.600
 0062   348  15.790   1.230   0.980
 0063   348  16.640   0.950   0.620
 0064   348  15.500   0.660   0.520
 0065   348  15.490   0.720   0.400
 0066   348  15.640   0.560   0.480
 0067   348  15.140   0.730   0.520
 0068   348  16.190   0.890   1.060
 0069   348  16.320   0.860   1.060
 0070   348  14.200   0.400  -0.060
 0071   348  15.710   1.080   1.000
 0072   348  14.710   0.490   0.200
 0073   348  13.220   0.300  -0.320
 0074   348  16.740   0.980   0.660
 0075   348  15.460   0.760   0.460
 0076   348  13.890   0.350  -0.100
 0077   348  13.900   0.480   0.020
 0078   348  15.570   0.900   0.660
 0079   348  13.700   0.990   0.660
 0080   348  13.980   0.350   0.060
 0081   348  16.800   0.960   0.600
 0082   348  14.550   0.820   0.580
 0083   348  14.200   0.420  -0.020
 0084   348  15.410   0.750   0.520
 0085   348  16.400   1.010   0.620
 0086   348  15.270   0.650   0.360
 0087   348  16.040   0.970   0.840
 0088   348  16.630   0.990   0.800
 0089   348  15.830   1.010   1.180
 0090   348  13.450   0.520   0.020
 0091   348  15.930   0.980   0.780
 0092   348  15.260   0.910   0.560
 0093   348  14.790   0.590   0.260
 0094   348  14.400   1.240   1.460
 0095   348  16.000   0.780   0.540
 0096   348  16.390   0.790   0.840
 0097   348  14.220   0.390   0.100
 0098   348  16.570   0.930   0.620
 0099   348  16.450   1.010   0.660
 0100   348  15.310   1.190   2.000
 0101   348  16.400   0.830   0.660
 0102   348  15.620   0.980   0.580
 0103   348  15.920   0.770   0.620
 0104   348  14.240   0.390         
 0105   348  15.870   0.740   0.660
 0106   348  14.350   0.360   0.080
 0107   348  16.200   0.880   0.620
 0108   348  15.280   0.720   0.600
 0109   348  16.240   0.950   0.580
 0110   348  16.180   0.940   0.540
 0111   348  16.000   0.970   0.640
 0112   348  14.970   0.810   0.400
 0113   348  16.020   0.610   0.200
 0114   348  17.080   0.790   0.360
 0115   348  14.690   0.460   0.180
 0116   348  14.660   0.610   0.360
 0117   348  15.960   0.720   0.360
