UBV CCD observations

  No    Ref    V       B-V     U-B
 0345   348  16.960   1.140         
 0346   348  16.670   1.070         
 0347   348  16.460   0.890         
 0348   348  16.430   1.100         
 0349   348  16.050   1.080         
 0350   348  16.140   0.880         
 0351   348  15.900   0.710         
 0352   348  16.970   1.150         
 0353   348  16.370   0.750         
 0354   348  16.240   0.870         
 0355   348  16.740   1.220         
 0356   348  16.860   0.890         
 0357   348  16.330   1.680         
 0358   348  16.810   0.940         
 0359   348  15.710   1.210         
 0360   348  16.830   1.090         
 0361   348  16.820   1.310         
 0362   348  15.930   1.360         
 0363   348  16.550   1.640         
 0364   348  16.250   0.940         
 0365   348  16.140   1.070         
 0366   348  15.510   1.370         
 0367   348  16.700   1.000         
 0368   348  15.590   1.000         
 0369   348  16.370   0.620         
 0370   348  15.900   1.120         
 0371   348  16.870   1.460         
 0372   348  15.580   1.250         
 0373   348  16.360   0.920         
 0374   348  16.660   1.060         
 0375   348  15.660   1.160         
 0376   348  16.600   0.970         
 0377   348  16.160   1.170         
 0378   348  14.960   0.780         
 0379   348  16.420   1.220         
 0380   348  16.770   1.040         
 0381   348  15.970   1.230         
 0382   348  15.040   1.380         
 0383   348  16.200   0.980         
 0384   348  16.200   0.980         
 0385   348  15.900   0.820         
 0386   348  17.050   0.990         
 0387   348  16.120   1.280         
 0388   348  17.020   1.110         
 0389   348  17.180   1.090         
 0390   348  15.630   0.990         
 0391   348  16.880   1.100         
 0392   348  16.610   1.020         
 0393   348  15.180   0.780         
 0394   348  17.230   1.150         
 0395   348  17.080   1.100         
 0396   348  16.290   1.030         
 0397   348  16.470   1.080         
 0398   348  15.780   0.830         
 0399   348  16.690   1.010         
 0400   348  16.830   0.900         
 0401   348  16.910   1.100         
 0402   348  15.560   0.760         
 0403   348  16.620   1.020         
 0404   348  14.500   2.260         
 0405   348  14.190   1.390         
 0406   348  16.630   1.000         
 0407   348  15.300   2.680         
 0408   348  16.720   1.110         
 0409   348  17.050   1.250         
 0410   348  14.710   1.300         
