UBV CCD observations

  No    Ref    V       B-V     U-B

 0025    32  13.344   0.959   0.712
 0026    32  13.565   0.575   0.414
 0029    32  13.348   0.572   0.212
 0031    32  13.122   1.403   1.337
 0032    32  16.403   1.498   1.614
 0033    32  14.913   0.720   0.493
 0034    32  16.458   1.020   0.534
 0035    32  15.202   0.724   0.626
 0037    32  16.467   1.105   0.329
 0038    32  13.105   0.515  -0.020
 0039    32  15.110   0.667   0.551
 0040    32  13.139   0.612   0.154
 0041    32  16.262   0.834   0.476
 0042    32  14.924   1.466   1.491
 0043    32  14.421   0.822   0.589
 0044    32  15.489   0.925   0.617
 0045    32  13.322   0.649   0.321
 0046    32  14.894   0.665   0.481
 0047    32  15.747   0.878   0.364
 0048    32  14.562   0.643   0.414
 0049    32  12.371   0.481  -0.230
 0050    32  13.760   0.646   0.342
 0051    32  17.236   1.223   0.509
 0052    32  15.948   0.898   0.242
 0053    32  15.941   0.886   0.595
 0055    32  15.465   0.995   0.444
 0056    32  15.658   0.836   0.488
 0057    32  13.366   0.527  -0.057
 0058    32  16.153   0.874   0.594
 0059    32  13.356   0.602   0.330
 0060    32  15.045   0.679   0.502
 0061    32  16.651   1.161   0.160
 0063    32  16.844   1.024   0.266
 0065    32  16.639   1.075   0.179
 0066    32  16.253   0.896   0.653
 0068    32  15.015   0.682   0.533
 0096    32  14.242   0.974   0.504
 0097    32  16.269   0.832   0.218
 0098    32  15.083   0.839   0.393
 0099    32  15.646   1.854   0.789
 0100    32  16.471   0.972   0.742
 0102    32  13.591   0.714   0.329
 0103    32  13.254   0.569   0.059
 0104    32  13.321   0.573   0.108
 0105    32  16.203   0.888   0.714
 0106    32  14.679   1.097   1.148
 0107    32  14.108   0.616   0.100
 0108    32  16.323   0.888   0.621
 0109    32  15.375   0.729   0.505
 0110    32  13.768   0.582   0.322
 0111    32  15.717   0.774   0.586
 0112    32  14.437   0.630   0.178
 0113    32  15.582   0.898   0.622
 0114    32  15.103   0.750   0.525
 0115    32  15.089   1.652   1.569
 0116    32  16.831   1.392   0.276
 0118    32  15.493   0.740   0.544
 0119    32  15.054   0.803   0.618
 0120    32  16.623   1.066   0.455
 0121    32  15.738   0.932   0.515
 0122    32  15.715   0.874   0.546
 0125    32  14.927   0.672   0.507
 0126    32  13.889   0.628   0.340
 0127    32  16.463   0.938   0.307
 0128    32  15.417   0.718   0.581
 0130    32  14.937   0.703   0.476
 0131    32  15.944   1.098   0.716
 0132    32  14.631   0.670   0.374
 0133    32  14.801   0.798   0.542
 0135    32  13.180   1.106   0.880
 0136    32  16.510   1.043   0.421
 0137    32  13.468   0.698   0.277
 0138    32  16.056   1.108   1.084
 0139    32  16.611   1.505   0.689
 0140    32  16.653   1.263   1.138
 0141    32  16.000   1.847   0.743
 0142    32  13.009   0.625   0.155
 0143    32  13.768   0.644   0.382
 0144    32  13.279   0.612   0.099
 0145    32  13.059   0.619   0.103
 0146    32  11.558   1.227   1.624
 0148    32  16.423   1.109   0.119
 0149    32  16.507   0.957   0.561
 0151    32  16.271   1.077   0.371
 0152    32  15.977   0.857   0.668
 0153    32  15.933   0.856   0.596
 0154    32  16.710   1.294   0.253
 0155    32  15.399   0.730   0.443
 0156    32  14.396   1.570   1.426
 0157    32  14.177   0.971   0.553
 0158    32  15.690   0.735   0.503
 0159    32  11.322   1.743   2.418
 0160    32  12.496   0.369  -0.137
 0161    32  13.997   0.608   0.145
 0165    32  14.683   0.682  -0.087
 0177    32  16.545   0.952   0.267
 0178    32  16.824   1.043   0.498
 0179    32  15.705   0.814   0.616
 0180    32  14.000   0.611   0.182
 0181    32  16.157   0.864   0.608
 0182    32  16.387   0.902   0.573
 0183    32  15.748   0.910   0.463
 0185    32  15.598   1.088   0.402
 0186    32  13.393   0.545  -0.050
 0188    32  15.331   0.705   0.565
 0189    32  16.737   1.026   0.310
 0190    32  13.337   0.453   0.087
 0191    32  16.649   1.314   0.536
 0192    32  15.892   1.323   1.833
 0194    32  14.978   0.803   0.391
 0195    32  14.317   1.442   1.233
 0201    32  13.080   0.593   0.104
 0257    32  17.162   1.088  -0.260
 0258    32  16.743   1.218  -0.288
 0263    32  16.883   1.163   0.557
 0265    32  17.760   1.177   0.353
 0273    32  17.207   1.213   0.003
 0282    32  17.174   1.395   1.609
 0285    32  16.839   1.012   0.496
 0286    32  17.844   1.209   0.846
 0301    32  16.691   1.115   0.540
 0307    32  17.613   1.097   0.090
 0309    32  17.359   1.192   0.386
 0323    32  16.812   1.229   0.795
 0324    32  17.173   1.083  -0.045
 0329    32  17.371   1.291  -0.365
 0331    32  17.462   1.224   0.244
 0333    32  17.047   0.970   0.273
 0335    32  17.241   1.128   0.010
 0341    32  14.838   0.692   0.439
 0424    32  17.508   1.282  -0.273
 0427    32  17.238   1.145  -0.256
 0432    32  17.083   1.028   0.032
 0436    32  16.988   1.131   0.493
 0437    32  17.333   1.105  -0.112
 0445    32  17.741   1.020  -0.287
 0448    32  18.517   1.156   0.150
 0454    32  17.479   1.149   0.309
 0459    32  15.629   1.280   0.567
 0462    32  17.687   1.186  -0.175
 0466    32  16.576   1.142   0.784
 0468    32  17.757   1.084   2.001
 0473    32  17.234   1.198   0.188
 0479    32  17.422   1.084   0.697
 0486    32  17.059   1.075  -0.172
 0497    32  17.387   1.227   2.864
 0501    32  17.363   1.185   0.087
 0505    32  16.939   1.135   1.084
 0510    32  16.104   1.064   0.366
 0512    32  17.784   0.970  -0.213
 0516    32  17.843   1.294   0.486
 0520    32  17.540   1.183  -0.517
 0525    32  17.291   1.177   0.210
 0529    32  16.708   0.962   0.315
 0538    32  17.521   1.456   1.031
 0539    32  18.061   0.956  -0.496
 0590    32  17.000   1.113   0.075
 0592    32  17.345   1.131  -0.080
 0599    32  17.404   1.063  -0.157
 0602    32  16.863   0.981   0.990
 0604    32  17.110   0.959   0.118
 0608    32  16.329   1.109   0.763
 0633    32  16.877   1.199   2.228
 0639    32  17.127   0.991  -0.103
 0649    32  17.779   1.307  -0.075
 0656    32  16.071   1.568  -0.178
 0684    32  15.148   0.850   0.632
 0685    32  16.182   0.961   0.242
 0686    32  16.745   0.997   0.899
 0687    32  17.779   1.039  -0.542
 0688    32  12.734   0.774   0.234
 0689    32  17.923   1.256  -0.500
 0690    32  16.928   1.100   0.745
 0691    32  16.928   1.389   0.037
 0692    32  16.880   1.181   0.064
 0693    32  16.898   1.422   1.809
 0694    32  17.918   1.198  -0.115
 0695    32  17.124   1.112  -0.411
 0696    32  14.214   0.728   0.333
 0697    32  15.811   1.627   1.205
 0698    32  16.019   0.925   0.449
 0699    32  15.812   1.225   0.700
 0700    32  16.481   0.946   0.729
 0701    32  15.832   0.853   0.478
 0702    32  14.211   0.738   0.458
 0703    32  16.543   0.945   0.277
 0704    32  17.442   1.114  -0.143
 0705    32  16.476   0.957   0.747
 0706    32  16.815   1.188   0.301
 0707    32  16.387   0.901   0.584
