UBV CCD observations

  No    Ref    V       B-V     U-B
 1286   293  17.586   0.891   0.421
 1287   293  17.746   1.341         
 1288   293  17.720   0.956         
 1289   293  17.630   1.154         
 1290   293  18.023   2.319         
 1291   293  17.631   1.088         
 1292   293  17.596   0.851         
 1293   293  17.596   0.855         
 1294   293  18.321   2.220         
 1295   293  17.957   1.755         
 1296   293  17.628   0.895         
 1297   293  17.656   0.906         
 1298   293  17.663   1.088         
 1300   293  17.742   1.026         
 1301   293  17.618   0.842         
 1302   293  17.611   0.852         
 1303   293  17.717   0.933         
 1304   293  18.801   2.380         
 1305   293  17.698   0.993         
 1306   293  17.647   1.620         
 1307   293  18.112   1.771         
 1308   293  17.747   1.248         
 1309   293  17.664   0.902         
 1310   293  17.799   1.022         
 1311   293  17.798   1.094         
 1312   293  17.694   0.902         
 1313   293  17.672   0.814         
 1315   293  17.869   1.134         
 1316   293  17.753   0.814         
 1317   293  17.783   0.977         
 1318   293  17.853   1.002         
 1319   293  17.795   0.929         
 1321   293  17.859   1.244         
 1322   293  17.869   1.139         
 1323   293  17.796   0.991         
 1324   293  17.785   0.983         
 1325   293  17.770   0.898         
 1327   293  18.809   2.238         
 1328   293  17.945   1.211         
 1330   293  17.907   1.073         
 1332   293  17.890   0.876         
 1333   293  18.191   1.421         
 1334   293  17.801   1.059         
 1337   293  17.996   1.228         
 1338   293  18.136   1.143         
 1339   293  17.934   0.947         
 1340   293  17.918   0.982         
 1341   293  19.070   2.688         
 1342   293  17.902   0.805   0.216
 1343   293  18.476   1.717         
 1344   293  17.823   0.971         
 1345   293  17.922   0.933         
 1350   293  18.044   1.097         
 1352   293  18.054   1.257         
 1354   293  18.064   1.032         
 1356   293  18.027   0.892         
 1357   293  17.996   0.950         
 1358   293  18.038   0.971         
 1359   293  18.255   1.293         
 1360   293  18.254   1.420         
 1361   293  18.048   1.067         
 1362   293  18.139   1.216         
 1364   293  18.039   0.899         
 1365   293  18.819   2.169         
 1367   293  18.037   0.929         
 1368   293  18.067   0.911         
 1369   293  18.066   0.851         
 1370   293  18.117   0.895         
 1371   293  18.174   1.089         
 1372   293  18.401   1.499         
 1375   293  18.099   1.145         
 1377   293  18.246   1.217         
 1378   293  18.251   0.873         
 1379   293  18.341   1.332         
 1380   293  18.645   1.657         
 1381   293  18.605   1.735         
 1384   293  18.071   0.901         
 1385   293  18.128   0.936         
