UBV CCD observations

  No    Ref    V       B-V     U-B

0128	121	5.68	1.06	
0132	121	5.89	1.63	
0139	121	6.26	1.17	
0160	121	6.89	0.43	
0161	121	8.9	1.03	
0162	121	8.94	1.08	
0164	121	8.94	1.01	
0165	121	8.95	0.84	
0171	121	8.98	1.01	
0174	121	9.01	1.02	
0177	121	9.04	0.99	
0179	121	9.07	1.03	
0187	121	9.14	0.45	
0188	121	9.17	1.01	
0194	121	9.22	0.97	
0196	121	9.31	0.96	
0197	121	9.39	1.02	
0201	121	9.41	0.4	
0202	121	9.48	0.96	
0204	121	9.54	0.99	
0207	121	9.58	0.41	
0208	121	9.72	0.07	
0212	121	9.81	0.4	
0213	121	9.83	0.49	
0218	121	9.85	0.47	
0219	121	9.89	0.42	
0221	121	9.93	0.47	
0222	121	9.98	0.45	
0223	121	9.98	-0.28	
0226	121	10.02	0.4	
0229	121	10.04	0.47	
0234	121	10.07	0.46	
0235	121	10.08	0.43	
0238	121	10.12	0.42	
0240	121	10.16	0.44	
0241	121	10.2	0.94	
0242	121	10.2	0.48	
0243	121	10.2	0.39	
0247	121	10.24	0.42	
0250	121	10.24	0.42	
0252	121	10.35	0.38	
0253	121	10.45	0.43	
0257	121	10.45	0.42	
0258	121	10.46	0.39	
0259	121	10.47	0.39	
0265	121	10.47	0.42	
0267	121	10.5	0.4	
0269	121	10.52	0.38	
0270	121	10.68	0.42	
0271	121	10.68	0.41	
0276	121	10.7	0.36	
0278	121	10.75	0.42	
0281	121	10.76	0.38	
0284	121	10.9	0.39	
0285	121	10.9	0.38	
0286	121	11.03	0.39	
0287	121	11.06	0.46	
0289	121	11.19	0.43	
0291	121	11.19	0.42	
0293	121	11.2	0.4	
0294	121	11.2	0.45	
0299	121	11.29	0.45	
0300	121	11.3	0.42	
0301	121	11.34	0.41	
0306	121	11.38	0.44	
0313	121	11.43	0.48	
0315	121	11.47	0.45	
0320	121	11.51	0.42	
0322	121	11.58	0.45	
0324	121	11.65	0.49	
0325	121	11.66	0.46	
0326	121	11.69	0.49	
0335	121	11.72	0.47	
0336	121	11.78	0.45	
0338	121	11.91	0.48	
0340	121	11.92	0.48	
0346	121	11.96	0.6	
0350	121	12.07	0.49	
0351	121	12.11	0.58	
0352	121	12.24	0.61	
0358	121	12.27	0.53	
0360	121	12.3	0.52	
0362	121	12.3	0.62	
0365	121	12.37	0.49	
0366	121	12.42	0.54	
0367	121	12.48	0.5	
0368	121	12.6	0.54	
0370	121	12.64	0.55	
0373	121	12.65	0.54	
0375	121	12.68	0.54	
0377	121	12.8	0.55	
0380	121	12.85	0.57	
0382	121	12.85	0.62	
0383	121	12.88	0.58	
0384	121	12.89	0.68	
0389	121	12.91	0.58	
0390	121	12.92	0.58	
0394	121	13	0.63	
0397	121	13.02	0.56	
0400	121	13.06	0.69	
0405	121	13.11	0.61	
0406	121	13.17	0.73	
